pid,Acantharia,Akashiwo,Alexandrium_catenella,Amoeba,Amoeba_TAG_nano,Amphidinium,Asterionellopsis_glacialis,Asteromphalus,Bacillariophyceae,Bacteria_colony,Bacteriastrum,Bacteriastrum_TAG_interaction,Calciopappus,Calciosolenia_brasiliensis,Cerataulina_pelagica,Chaetoceros,Chaetoceros_TAG_interaction,Chaetoceros_didymus,Chaetoceros_socialis,Chattonella,Chrysochromulina,Chrysochromulina_lanceolata,Ciliophora,Corethron_hystrix,Corymbellus,Coscinodiscus,Cryptophyta,Cylindrotheca,Cylindrotheca_morphotype1,Dactyliosolen_blavyanus,Dictyocha,Dinobryon,Dinophyceae,Dinophyceae_TAG_cyst,Dinophysis,Dinophysis_tripos,Ditylum_brightwellii,Emiliania_huxleyi,Ephemera,Eucampia,Euglena,Euplotes,Euplotes_morphotype1,Eutintinnus,Favella,Fragilidinium,Gonyaulax,Guinardia_flaccida,Guinardia_striata,Gymnodinium,Gyrodinium,Hemiaulus,Hemiaulus_membranaceus,Heterocapsa_rotundata,Karenia,Katodinium_or_Torodinium,Laboea_strobila,Lauderia_annulata,Leptocylindrus,Leptocylindrus_mediterraneus,Licmophora,Lingulodinium_polyedra,Lingulodinium_polyedra_TAG_cyst,Margalefidinium,Mesodinium,Nanoneis,Nauplii,Navicula,Ophiaster,Oxytoxum,Phaeocystis,Pleuronema,Pleurosigma,Polykrikos,Prorocentrum,Prorocentrum_gracile,Prorocentrum_micans,Prorocentrum_rostratum,Prorocentrum_scutellum,Protoperidinium,Pseudo-nitzschia,Pseudochattonella_farcimen,Pyramimonas,Pyramimonas_longicauda,Rhabdolithes,Rhizosolenia,Scrippsiella,Skeletonema,Strobilidium_morphotype1,Strombidium_capitatum,Strombidium_conicum,Strombidium_inclinatum,Strombidium_morphotype1,Strombidium_morphotype2,Strombidium_tintinnodes,Syracosphaera_pulchra,Thalassionema,Thalassiosira,Thalassiosira_sp_aff_mala,Tiarina_fusus,Tintinnidium_mucicola,Tintinnina,Tintinnopsis,Tontonia_appendiculariformis,Tripos,Tripos_balechii,Tripos_furca,Tripos_fusus,Tripos_lineatus,Vicicitus_globosus,Warnowia,bad,bead,bubble,coccolithophorid,colony,crescent,detritus,detritus_theca_fragment,detritus_transparent,fecal_pellet,fiber,flagellate,nanoplankton_mix,pennate,pennate_Pseudo-nitzschia,pennate_Thalassionema,pennate_morphotype1,pollen,pollen_TAG_nano,zooplankton
D20250227T195131_IFCB183_00472,0.0,0.0,0.0,6e-06,0.0,2.4e-07,9.24e-06,0.0,6.78e-05,3.6e-07,9e-07,0.0,1.4e-06,0.0,6.44e-06,3.123e-05,0.0,1.25e-06,4e-07,6e-08,9e-07,8e-07,1.913e-05,0.0,1.4e-06,0.0,0.000611,1.1e-06,1.6e-06,3e-07,1.25e-06,6e-07,3.03e-05,6.14e-06,2.4e-07,0.0,0.0,6.6e-07,0.0,0.0,6e-07,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,5.4e-07,5.8e-06,0.0,6e-08,6e-08,0.000573,0.0,3.6e-07,3e-07,0.0,2e-07,0.0,2.4e-07,1e-07,3e-07,0.0,4.7e-06,5.4e-07,0.0,0.0,5.5e-06,4e-07,4.7e-06,2e-07,0.0,0.0,6e-08,1.7e-06,0.0,6e-08,0.0,0.0,0.0,3.04e-06,0.01384,8e-07,7e-07,6e-08,3.6e-07,0.0001743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.0001102,6.16e-05,0.0,0.0,6e-08,6e-08,0.0,1e-07,6e-08,1e-07,3e-07,0.0,0.0,0.0,4.9e-06,0.003584,2.69e-05,4.5e-06,1e-06,6e-08,0.00909,5.5e-06,0.003347,0.0,3e-06,0.04453,0.924,7.3e-06,8e-07,0.0,2e-07,6e-08,0.0,3.6e-07
D20250227T195131_IFCB183_00473,6e-08,9.4e-06,1.13e-05,2e-06,2.4e-07,0.000472,7.45e-06,1e-07,0.0001787,6e-08,6.5e-06,0.0,3e-07,2e-07,4.214e-05,6.79e-05,6e-08,1.88e-05,2.4e-07,1.45e-05,4.3e-06,1.7e-06,0.000978,2e-07,5.15e-05,5.4e-07,0.00086,1.75e-05,1.55e-06,6.2e-06,9.3e-06,2.4e-07,0.1417,0.0001228,4e-06,0.0,9e-07,6e-08,8.3e-07,0.0,5.2e-06,0.0,0.0,6e-08,0.0,7e-07,7.2e-06,6e-08,2.1e-06,0.5635,3.415e-05,1.85e-06,6.6e-07,0.00654,0.0001597,0.0001609,3e-07,9e-07,6.6e-07,6e-08,1.4e-06,1.35e-05,7.57e-06,9.85e-05,9.775e-05,4.95e-06,1e-07,1e-07,2.4e-07,3.2e-06,1.7e-06,1.13e-06,6e-08,2.74e-06,2.69e-05,1.02e-05,1.1e-06,3e-07,2e-07,3.13e-05,1e-06,5.29e-05,0.00288,4.154e-05,6e-07,5e-07,0.01817,8e-06,3.7e-06,1.25e-06,0.0,6e-08,2.74e-06,3.6e-07,3e-07,4.9e-06,1e-06,0.000879,0.0001389,0.0,0.0,1e-07,2.4e-07,4e-07,2.49e-05,7.15e-06,6.6e-07,4.363e-05,2.4e-07,1e-07,0.0002438,1.18e-05,5.66e-06,9.9e-06,0.001051,9.36e-06,6e-08,0.00242,1.24e-05,0.0002844,2.4e-07,2.44e-06,0.1361,0.1223,2.44e-06,1.884e-05,1e-07,4.4e-06,1.097e-05,2.4e-07,2.86e-06
D20250227T195131_IFCB183_00474,0.0,0.0,0.0,0.0,0.0,2.8e-06,0.0,0.0,1.144e-05,0.0,0.0,0.0,0.0,3.6e-07,6e-08,6e-08,6e-08,0.0,0.0,6e-08,6e-08,3.6e-07,1e-07,0.0,0.0,0.0,6e-08,8.29e-05,8.3e-07,0.0,0.0,0.0,5e-07,6e-08,1e-07,0.0,0.0,0.0,9.5e-07,0.0,9.2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,1.25e-06,6e-08,6e-08,0.0,0.0,2.086e-05,0.0,0.0,0.0,0.0,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.003393,0.0,2.4e-07,0.0,0.0,1.83e-05,0.0,0.0,1.13e-06,0.0,3.76e-06,0.0,0.0,0.0002229,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,6e-07,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,3e-07,0.0,6e-08,0.0,0.0,2e-07,0.0,0.9956,0.000557,9.5e-07,6.2e-06,0.0,0.0,6e-08
D20250227T195131_IFCB183_00475,0.0,0.0,0.0,1.13e-06,0.0,8.3e-07,9.5e-07,0.0,8.523e-05,7e-07,3.3e-06,0.0,1e-07,0.0,4.77e-06,5.93e-05,0.0,1.13e-06,1e-07,1e-07,9.5e-07,5.4e-07,2.66e-05,0.0,1.3e-06,0.0,5.24e-05,5.25e-06,1.2e-06,2e-07,5.5e-06,2.4e-07,4.95e-05,7.5e-06,1e-07,0.0,0.0,2.4e-07,0.0,0.0,2e-07,0.0,0.0,0.0,6e-08,6e-08,0.0,0.0,6e-07,8.76e-05,0.0,3e-07,6e-08,0.0002415,0.0,6e-07,6e-08,0.0,2.4e-07,0.0,6e-08,6e-08,1e-07,0.0,8.3e-07,3.6e-07,0.0,0.0,1.1e-06,2.4e-07,6e-07,1e-07,0.0,0.0,6e-08,3.16e-06,0.0,1e-07,0.0,0.0,6e-08,8.3e-07,0.0002556,4e-07,3e-07,6e-08,5.4e-07,2.676e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.000124,3.284e-05,0.0,0.0,2e-07,0.0,0.0,5e-07,6e-08,6e-08,1.1e-06,0.0,0.0,1e-07,3.04e-06,0.000997,0.0001805,3.04e-06,6.9e-06,1e-07,0.006084,2.5e-06,0.01009,0.0,5.8e-06,0.04977,0.9316,1.8e-05,1.6e-06,0.0,7e-07,0.0,0.0,1e-06
D20250227T195131_IFCB183_00476,0.0,0.0,0.0,6e-08,0.0,1.77e-05,5.96e-06,0.0,1.9e-05,0.0,0.0,0.0,0.0,0.0,4e-07,6.6e-07,0.0,0.0,0.0,1.6e-06,1.43e-05,5e-07,4.02e-05,0.0,6e-08,0.0,0.11194,2e-07,3.6e-07,0.0,1e-07,0.0,0.000442,6.6e-07,7e-07,0.0,0.0,0.0,4e-07,0.0,2.12e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74e-06,6e-07,6e-08,0.0,5.82e-05,0.0,0.0001192,0.0,0.0,0.0,0.0,7.33e-06,0.0,0.0,0.0,3e-07,6e-08,0.0,1e-07,6e-08,4.23e-06,0.0,6e-08,0.0,0.0,5e-07,0.0004199,0.0,2.56e-06,0.0,0.0,0.0,8.3e-06,0.005028,1.25e-06,0.0,0.0,2.1e-06,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,6e-08,3.52e-05,8e-07,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,2.4e-07,0.0,0.0,0.0,2.4e-07,5.1e-06,1.6e-06,2.4e-07,0.0,0.0,0.0001568,1e-07,3.06e-05,0.0,5.4e-07,0.4524,0.4292,3.433e-05,2.4e-07,0.0,1.85e-06,0.0,0.0,0.0
D20250227T195131_IFCB183_00477,6e-08,6e-08,0.0,3.72e-05,0.0,3.5e-06,7.03e-06,2e-07,0.003113,6.694e-05,1.645e-05,1e-07,5.4e-07,6e-08,0.0002166,0.000422,4e-07,1.3e-06,5.84e-06,1e-06,4e-07,3.6e-06,8.416e-05,6e-08,1.127e-05,5e-07,3.165e-05,5.69e-05,1.67e-06,6.56e-06,3.49e-05,3.34e-06,0.000138,3.517e-05,8.7e-06,6e-08,4e-07,2.43e-05,6e-08,2.4e-07,1.9e-06,0.0,0.0,6e-08,1.1e-06,9.5e-07,7e-07,1.5e-06,6.2e-06,8.76e-05,6e-08,6.85e-06,1.9e-06,0.00011384,5e-07,1.55e-06,2.4e-07,8e-07,1.246e-05,6e-07,1.18e-05,1.5e-06,2.205e-05,6e-08,4.35e-06,4.05e-06,6e-08,2.4e-07,0.0001053,1.85e-06,6.37e-05,2.4e-06,0.0,6e-08,1.8e-06,5.08e-05,2.9e-06,3.46e-06,0.0,1.3e-06,5.4e-07,5.25e-06,0.000714,1.3e-06,5.4e-07,1.55e-06,3.3e-06,0.0007105,6e-08,6e-08,0.0,0.0,2e-07,6e-08,2e-07,1e-07,2.8e-06,0.0003054,0.0006456,0.0,0.0,4.3e-06,6e-07,1e-07,3.9e-06,8.3e-07,9.5e-07,1.43e-06,0.0,0.0,4.35e-06,1.03e-05,0.06055,0.000366,2.9e-06,0.0006394,6e-08,0.2096,0.0003238,0.4304,1.43e-06,2.396e-05,0.0769,0.212,0.001892,7.15e-06,6e-08,1.66e-05,2.4e-07,2e-07,8.8e-06
D20250227T195131_IFCB183_00478,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,4.23e-06,0.0,6e-08,0.0,0.0,0.0,1e-07,1.55e-06,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,6e-08,0.0,1.174e-05,1e-07,6e-08,0.0,6e-08,0.0,1e-06,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-06,0.0,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,3.6e-07,0.0,0.0,0.0,0.0,0.0,2e-07,8.82e-05,0.0,0.0,0.0,6e-08,1.4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71e-05,1.97e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0003655,5.2e-06,2e-07,1e-07,0.0,0.000293,0.0,4.32e-05,0.0,2.4e-07,0.00758,0.9917,1.6e-06,6e-08,0.0,6e-08,0.0,0.0,0.0
D20250227T195131_IFCB183_00479,0.0,0.0,0.0,0.0,0.0,6e-08,1e-07,0.0,0.001806,0.0,6e-08,0.0,0.0,0.0,1.79e-05,1.7e-06,3.6e-07,0.0,0.0,0.0,1.95e-05,2e-07,3e-07,0.0,6e-08,0.0,3.6e-06,1.4e-06,8e-07,0.0,0.0,9e-07,2.4e-06,1e-07,2.4e-07,1e-07,2e-07,0.0,4.524e-05,0.0,0.0001786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64e-06,0.0,0.0,1e-07,0.0,0.0,6e-08,1.5e-06,2.4e-07,0.0,6.26e-06,0.0,3.91e-05,2.4e-07,0.0,0.0,0.0,2e-07,0.0,1.645e-05,0.0,0.0,0.0,0.0,6e-07,0.0,0.0,2.5e-06,0.0,2.31e-05,0.0,0.0,4e-06,2.6e-06,2.4e-07,0.0,0.0,6e-08,0.0,8e-07,0.0,0.0,0.0,0.0,0.0,1e-07,1.13e-06,0.0,7.576e-05,1.55e-06,6e-08,0.0,0.0,1e-07,0.0,6e-08,4e-07,0.0,5.4e-07,5.4e-07,0.0,0.0,0.0,4e-07,5.4e-07,0.0,0.0,0.0,0.0,6.93e-05,1e-07,9.4e-06,0.0,0.006504,0.0001068,0.0001339,0.99,0.0001512,3.61e-05,0.000476,0.0,0.0,6e-08
D20250227T195131_IFCB183_00480,0.0,4.73e-05,3.06e-05,1e-07,6e-08,0.0001357,1.85e-06,0.0,8.05e-06,0.0,2e-07,0.0,1e-07,0.0,4.65e-06,1.49e-05,0.0,8.4e-06,0.0,4.05e-06,6e-07,6e-08,2.325e-05,6e-08,1.776e-05,2e-07,2.694e-05,1.25e-06,2e-07,2.3e-06,6.44e-06,0.0,0.1855,2.795e-05,4.95e-06,6e-08,2e-07,0.0,2e-07,0.0,2.3e-06,0.0,0.0,0.0,0.0,3e-07,0.000106,0.0,2e-07,0.1427,1.79e-05,2.4e-07,3.6e-07,0.05276,1.806e-05,0.0001087,0.0,3e-07,6e-08,0.0,6e-08,0.0002475,3.564e-05,0.0002956,3.63e-05,8.3e-07,0.0,0.0,0.0,1.25e-06,1e-07,2.4e-07,0.0,2.4e-07,1.15e-05,2.5e-06,1.4e-06,1e-07,4e-07,3.24e-05,3.6e-07,4.86e-05,6.15e-05,5.1e-06,1e-07,6e-08,0.59,1.55e-06,1.1e-06,6e-08,0.0,0.0,9e-07,3e-07,1e-07,2.426e-05,2e-07,3.827e-05,7.8e-06,0.0,0.0,0.0,1.3e-06,1e-07,1.556e-05,5.54e-06,3.6e-07,8.2e-06,5e-07,0.0,0.00116,1.8e-06,1.6e-06,2.26e-06,0.0001016,9.5e-07,0.0,0.00011986,8.05e-06,8.64e-06,6e-08,2.4e-07,0.02083,0.005337,6e-08,1.67e-06,6e-08,4e-07,7.64e-05,6e-08,1e-07
D20250227T195131_IFCB183_00481,0.0,0.0,0.0,4.05e-06,0.0,2.78e-05,5.9e-06,0.0,4.977e-05,6e-08,6e-07,0.0,1e-07,0.0,8.6e-06,3.18e-05,0.0,1.2e-06,6e-08,1.25e-06,4.3e-06,7.75e-06,0.0007095,0.0,1.67e-06,0.0,0.001057,2.56e-06,9e-07,3.6e-07,2.5e-06,6e-08,0.0006843,7.1e-06,1.13e-06,0.0,6e-08,6e-08,6e-08,0.0,4.65e-06,0.0,0.0,0.0,6e-08,6e-08,6e-08,0.0,2e-07,0.0002863,5.4e-07,7e-07,1e-07,0.000281,1e-07,3.11e-05,1e-07,0.0,6e-08,0.0,2.56e-06,0.0,6e-08,0.0,2.223e-05,3.6e-07,0.0,0.0,2.4e-07,5.2e-06,8e-07,1.43e-06,0.0,0.0,6.6e-07,9.483e-05,1e-07,9e-07,0.0,6e-08,0.0,5.7e-06,0.0115,8.7e-06,1e-07,6e-08,1.13e-05,7.03e-06,0.0,0.0,0.0,0.0,6e-08,0.0,6e-08,6e-08,1e-07,0.0001501,7.75e-06,0.0,0.0,2.4e-07,6e-08,0.0,2e-07,2e-07,1e-07,1.8e-06,0.0,0.0,7e-07,1.2e-06,5.496e-05,1.043e-05,1.63e-05,8.3e-07,0.0,0.005356,2e-06,0.0009174,6e-08,9e-07,0.2505,0.728,1.5e-05,9.5e-07,0.0,2.8e-06,0.0,6e-08,1e-07
D20250227T195131_IFCB183_00482,0.0,0.0,0.0,1e-07,0.0,2.4e-07,8.3e-07,0.0,5.07e-06,0.0,6e-08,0.0,0.0,0.0,3e-07,3.4e-06,0.0,6e-08,0.0,0.0,5e-07,0.0,2.5e-06,0.0,1e-07,6e-08,0.000337,6e-08,3.6e-07,0.0,6e-08,0.0,5.1e-06,1.5e-06,2e-07,0.0,0.0,6e-08,0.0,0.0,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,5.4e-07,0.0,0.0,0.0,5.317e-05,0.0,6e-08,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,6e-07,0.0,0.0,0.0,1e-07,0.0,8.3e-07,0.0,0.0,0.0,0.0,6e-07,0.0,0.0,0.0,0.0,0.0,1.3e-06,0.001717,5e-07,0.0,0.0,1e-07,1.64e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000743,6.56e-06,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,6e-08,0.0,0.0,0.0,5.4e-07,0.001873,9.97e-05,1e-06,0.0,0.0,0.0001255,0.0,1.09e-05,0.0,8.3e-07,0.00967,0.9854,2.4e-07,6e-08,0.0,0.0,6e-08,0.0,0.0
D20250227T195131_IFCB183_00483,0.0,6e-08,0.0,2e-07,0.0,7.15e-06,9e-07,0.0,4.417e-05,6e-08,2.1e-06,0.0,6e-08,0.0,3.7e-06,4.43e-05,0.0,9e-07,6e-08,9.5e-07,1.97e-06,6e-07,3.66e-05,0.0,1.35e-05,0.0,0.0001438,1.246e-05,1.7e-06,2e-07,5.5e-06,2e-07,0.000984,8.76e-06,3.6e-07,0.0,6e-08,1e-07,6e-08,0.0,9e-07,0.0,0.0,0.0,0.0,6e-08,6e-08,0.0,3e-07,0.001787,1e-07,3.6e-07,2e-07,0.003498,1e-07,1.615e-05,1e-07,0.0,2e-07,0.0,6e-08,2.4e-07,9e-07,1e-07,2.92e-05,2.4e-07,0.0,6e-08,3e-07,8.3e-07,7e-07,2e-07,0.0,0.0,2.4e-07,1.884e-05,6e-08,1.6e-06,0.0,6e-08,1e-07,1.246e-05,0.000518,1e-06,4e-07,6e-08,2.176e-05,1.27e-05,0.0,6e-08,0.0,0.0,6e-08,0.0,6e-08,6e-08,6e-08,4.965e-05,5.734e-05,0.0,0.0,1e-07,6e-08,0.0,1.9e-06,2e-07,2e-07,3.4e-06,0.0,0.0,6.6e-06,2e-06,0.0004325,3.06e-05,4.05e-06,2.21e-05,6e-08,0.003399,5e-07,0.0005016,6e-08,5.6e-06,0.0803,0.9077,2.34e-05,5.25e-06,0.0,3.6e-06,6.6e-07,0.0,4e-07
D20250227T195131_IFCB183_00484,0.0,5.3e-06,0.0,2.3e-06,0.0,0.001615,2.986e-05,0.0,3.505e-05,0.0,1e-07,0.0,6e-08,0.0,2.8e-06,0.00010484,0.0,2.47e-05,6e-08,2.86e-06,3.4e-06,6.23e-05,0.001162,0.0,7.48e-05,0.0,0.0001835,1e-06,1e-07,1.5e-06,3.6e-07,0.0,0.002066,1.73e-05,3.237e-05,0.0,1e-07,0.0,2e-07,3e-07,6.44e-06,0.0,0.0,6e-08,1.2e-06,6e-08,1.5e-06,6e-08,6e-08,0.00116,3.04e-06,1.7e-06,1.4e-06,0.0002359,7.03e-06,0.000792,0.0,6e-08,6e-08,0.0,1.013e-05,0.0,2e-06,1e-07,1.03e-05,2e-07,0.0,1e-07,1e-07,0.000217,1.13e-06,2e-07,0.0,0.0,2.7e-06,1.84e-05,6.5e-06,8.32e-05,0.0,5e-07,0.0,9.5e-07,0.887,0.00416,6e-08,3.6e-07,5.496e-05,3.7e-06,0.0,0.0,0.0,0.0,6e-08,6e-08,2.7e-06,6.6e-07,2e-06,0.0001564,1.28e-05,0.0,0.0,2.4e-07,0.0,1.67e-06,3.1e-06,7.5e-06,4e-07,7e-06,0.0,0.0,4.315e-05,1.97e-06,3.6e-07,2.56e-06,1.574e-05,2.1e-06,0.0,0.011,4.35e-06,0.000493,6e-08,2e-07,0.06137,0.02725,7.03e-06,2e-07,6e-08,7e-07,0.0,1e-07,1e-07
D20250227T195131_IFCB183_00485,0.0,0.0,0.0,1e-07,0.0,5e-07,9.5e-07,0.0,1.454e-05,0.0,3.6e-07,0.0,0.0,0.0,9e-07,1.04e-05,0.0,1e-07,0.0,1e-07,5.4e-07,6e-08,1.127e-05,0.0,3e-07,6e-08,0.0002706,4e-07,3.6e-07,6e-08,1e-07,0.0,1.55e-05,3.64e-06,1e-07,0.0,0.0,6e-08,0.0,0.0,1e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-07,8.1e-06,0.0,0.0,0.0,9.74e-05,0.0,2e-07,0.0,0.0,0.0,0.0,1e-07,0.0,6e-08,0.0,6e-07,1e-07,0.0,0.0,3e-07,6e-08,8.3e-07,6e-08,0.0,0.0,6e-08,1.1e-06,0.0,0.0,0.0,0.0,0.0,1e-06,0.003803,8e-07,6e-08,0.0,4e-07,1.13e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003383,1.794e-05,0.0,0.0,0.0,0.0,0.0,2.4e-07,0.0,0.0,2.4e-07,0.0,0.0,6e-08,1.3e-06,0.000316,3.165e-05,1.6e-06,2e-07,0.0,0.0006175,1e-07,0.0001422,0.0,8.3e-07,0.03123,0.963,1.67e-06,3.6e-07,0.0,1e-07,0.0,0.0,1e-07
D20250227T195131_IFCB183_00486,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,5e-06,0.0,1e-07,0.0,0.0,0.0,1e-07,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.13e-06,0.0,6e-08,0.0,8.1e-06,2e-07,1e-07,0.0,2e-07,0.0,4e-07,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,0.0,0.0,0.0,1.97e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,6e-08,0.0,6e-08,0.0,0.0,0.0,0.0,4e-07,0.0,0.0,0.0,0.0,0.0,2e-07,5.925e-05,0.0,0.0,0.0,0.0,1.85e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.276e-05,1.6e-06,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,2e-07,0.002844,1.21e-05,6e-08,2.4e-07,0.0,0.000706,6e-08,0.000172,0.0,9e-07,0.00446,0.9917,3.1e-06,2e-07,0.0,6e-08,0.0,0.0,0.0
D20250227T195131_IFCB183_00487,0.0,0.0,0.0,6e-08,0.0,6e-08,4e-07,0.0,1.055e-05,0.0,3e-07,0.0,0.0,0.0,5e-07,5.4e-06,0.0,6e-08,0.0,0.0,6e-08,6e-08,5.07e-06,0.0,3e-07,0.0,7.045e-05,5.4e-07,2.4e-07,0.0,3e-07,0.0,2.44e-06,6.6e-07,6e-08,0.0,0.0,6e-08,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,4.8e-06,0.0,0.0,0.0,4.57e-05,0.0,6e-08,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,2.4e-07,6e-08,0.0,0.0,3.6e-07,0.0,5e-07,0.0,0.0,0.0,0.0,7e-07,0.0,6e-08,0.0,0.0,0.0,3.6e-07,0.002026,2e-07,6e-08,0.0,1e-07,5.36e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.986e-05,1.87e-05,0.0,0.0,0.0,0.0,0.0,1e-07,0.0,0.0,1e-07,0.0,0.0,0.0,8.3e-07,0.001638,2.253e-05,3e-07,5.4e-07,0.0,0.001426,1e-07,0.000506,0.0,8.3e-07,0.01744,0.9766,4.35e-06,2.4e-07,0.0,1e-07,0.0,0.0,6e-08
D20250227T195131_IFCB183_00488,2.3e-06,1.2e-06,1.1e-06,4.36e-05,1e-07,4.8e-06,0.0002072,2.4e-07,0.05734,2.77e-05,5.49e-05,5e-07,0.0002108,1.5e-06,0.0005207,0.001643,1.89e-05,0.0002196,1.657e-05,3.6e-07,0.001313,9.024e-05,9.2e-05,4e-07,3.87e-05,3.034e-05,0.01727,0.0001625,0.00295,9.36e-06,4.315e-05,0.0004394,0.0007915,9.304e-05,2.736e-05,8.3e-07,5.8e-06,2.7e-06,6.56e-06,1.55e-06,0.00010705,0.0,0.0,3e-07,1.13e-06,3.3e-06,3e-07,4.53e-06,0.0001912,7.87e-06,9e-07,3.8e-06,3.1e-06,0.0004518,3e-07,3.29e-05,0.0001223,4e-07,4.42e-05,1.1e-06,5.007e-05,9.656e-05,5e-06,6e-08,1.794e-05,0.0003445,2e-07,8.05e-06,2.42e-05,9.996e-05,0.0001487,4.95e-06,1.85e-06,1e-07,1.25e-06,0.0001148,2.4e-07,1.69e-05,6e-08,1.8e-06,3.83e-05,0.0002754,0.01009,3.034e-05,2.027e-05,9.06e-06,2.4e-06,0.00429,6e-08,6e-07,6e-08,1e-07,1.8e-06,2.74e-06,1.353e-05,5e-07,0.0003302,0.01094,0.0001789,0.0,0.0,5.07e-06,7.57e-06,9e-07,9.54e-06,3.7e-06,2.82e-05,3.177e-05,2.26e-06,1e-07,6e-08,0.0008335,0.003448,6.46e-05,4.6e-05,1.05e-05,3.624e-05,0.04788,0.000639,0.01466,2.1e-06,0.11554,0.01591,0.667,0.01978,0.0014715,0.000498,3.5e-05,3.6e-06,2e-07,1.854e-05
D20250227T195131_IFCB183_00489,0.0,0.0,0.0,0.0,0.0,3.6e-07,1.73e-05,0.0,5.66e-06,0.0,0.0,0.0,6e-08,0.0,0.0,6e-08,0.0,0.0,0.0,0.0,1.13e-05,2e-07,2.5e-06,0.0,0.0,0.0,0.823,1e-07,5e-07,0.0,6e-08,0.0,5.543e-05,1e-07,1e-07,0.0,0.0,0.0,0.0,0.0,2.41e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,1.3e-06,0.0,9.06e-06,0.0,0.0,0.0,0.0,1.3e-06,0.0,0.0,0.0,6e-08,6e-08,0.0,0.0,1e-07,2.56e-06,0.0,0.0,0.0,0.0,6e-08,6.086e-05,0.0,5.4e-07,0.0,0.0,0.0,1.1e-06,0.000121,2e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,2e-06,6e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-08,0.0,0.0,0.0,6e-08,3.1e-06,2.4e-07,0.0,0.0,6e-08,3.45e-05,0.0,1.21e-05,0.0,2.1e-06,0.1381,0.03806,6.7e-06,2e-07,0.0,1e-07,0.0,0.0,0.0
